AI_FEARS_US_TITLE1;$TAG_0_0_UPPER$ FEARS OUR MIGHT!;;$TAG_0_0_upper$ FÜRCHTET UNSERE MACHT!;;;;;;;;x;;;
dino_fake_1830_2; In honour of Dr. Engelhardt, original discoverer of the remains, Dr. von Meyer named a new giant saurian as Plateosaurus engelhardti. It seems to be related to Iguanodon and Megalosaurus.;; Zu Ehren des Entdeckers Dr. Engelhardt nannte Dr. von Meyer einen neuen riesigen Saurier 'Plateosaurus engelhardti'. Er scheint mit Iguanodon und Megalosaurus verwandt zu sein.;;;;;;;;;;;x
dino_fake_1830_title_3;Thecodontosaurus;;Thecodontosaurus;;;;;;;;; ;;x
dino_fake_1830_3;This unusual saurian has teeth in its sockets instead of having them fused to the jaw like modern reptiles, say Dr. Riley and Dr. Stutchbury, the describers of this lizard.;;Dieser ungewöhnliche Saurier besaß Zähne in Zahnhöhlen, nicht wie moderne Reptilien direkt mit dem Kiefer verbundene, wie Dr. Rilez und Dr. Stutchbury, Entdecker der Eidechse, sagen.;;;;;;;;;;;x
dino_fake_1830_title_4;Poekilopleuron;;Poekilopleuron;;;;;;;;;;; x
dino_fake_1830_4;Dr. Eudes-Deslongchamps resports on a new saurian known from vertebrae, ribs and limbs. He thinks this animal is related to the Megalosaurus.;;Dr. Eudes-Deslongchamps meldet aufgrund von Wirbel-, Rippen- und Gliedmaßen-Funden einen neuen Saurier. Er glaubt, das Tier ist mit dem Megalosaurus verwandt.;;;;;;;;;;;x
dino_fake_1840_title_1;Dinosauria;;Dinosauria;;;;;;;;;;;x
dino_fake_1840_1; Dinosauria is the name Prof. Owen proposed for the tribe of Saurians that include Megalosaurus, Hylaeosaurus and Iguanodon. These dinosaurians are remarkable for their large size.;; Prof. Owen schlug für die Sauriergattung, der Megalosaurus, Hylaeosaurus und Iguanodon angehören, den Namen Dinosauria vor. Ihre Größe ist bemerkenswert.;;;;;;;;;;;x
dino_fake_1840_title_2;Cetiosaurus;;Cetiosaurus;;;;;;;;;;;x
dino_fake_1840_2; A new giant fossil sea-dwelling reptilian was discovered. Prof. Owen named it Cetiosaurus, which means whale lizard.;; Neue Entdeckung eines riesigen, aquatischen Reptil-Fossils. Prof. Owen nannte es Cetiosaurus, was Wal-Echse bedeutet.;;;;;;;;;;;x
dino_fake_1840_title_3;Cardiodon;;Cardiodon;;;;;;;;;;;x
dino_fake_1840_3;A single heart shaped tooth was discovered in Wiltshire, England. After analyzing it Prof. Owen decided to give it the name of Cardiodon.;;Ein einzelner, herzförmiger Zahn wurde in Wiltshire, England entdeckt. Prof. Owen entschloss sich nach seiner Analyse, ihn Cardiodon zu taufen.;;;;;;;;;;;x
dino_fake_1840_title_4;Regnosaurus;;Regnosaurus;;;;;;;;;;;x
dino_fake_1840_4;After some jaws of the Iguanodon were discovered, Dr. Mantell assumed his error in a previously assigned portion of a jaw to this beast and now described it as a separate species.;;Nach dem Fund einiger Kieferknochen des Iguanodons vermutete Dr. Mantell einen Fehler in seiner vorherigen Zuordnung eines Kiefers zu diesem Biest und beschreibt ihn nun als separate Spezies.;;;;;;;;;;;x
dino_fake_1840_title_5;Dinosauria?;;Dinosauria?;;;;;;;;;;;x
dino_fake_1840_5;Biologist Richard Owen creates first life-size concrete sculptures of extinct gigantic reptiles, fossils of which were discovered in South Africa and New Zealand. He calls them 'dinosauria'.;;Biologe Richard Owen erstellt erste lebensgroße Skulpturen von ausgestorbenen, gigantischen Reptilien, deren Fossilien in Südafrika und Neuseeland entdeckt wurden. Er nennt sie 'Dinosauria'.;;;;;;;;;;;x
dino_fake_1850_title_1;Dinosaurians in America;;Dinosaurier in Amerika;;;;;;;;;;;x
dino_fake_1850_1;Dr. Leidy has described two new dinosaurians from America, named Trachodon and Deinodon. Other undeterminate lacertians named Palaeoscincus and Troodon were also discovered.;;Dr. Leidy beschrieb zwei neue Dinosaurier aus Amerika, namens Trachodon und Deinodon. Weitere untergeordnete Echsen namens Palaeoscincus und Troodon wurden ebenfalls entdeckt.;;;;;;;;;;;x
dino_fake_1850_title_2;Hadrosaurus;;Hadrosaurus;;;;;;;;;;;x
dino_fake_1850_2;This new dinosaurian appears to be related to the Iguanodon. Dr. Leidy suspects the animal sustained itself in a bipedal erect posture.;;Dieser neue Dinosaurier scheint mit dem Iguanodon verwandt zu sein. Dr. Leidy vermutet bei dem Tier einen aufrechten Gang auf zwei Beinen.;;;;;;;;;;;x
dino_fake_1860_title_1;Compsognathus;;Compsognathus;;;;;;;;;;;x
dino_fake_1860_1;A new species of saurian was found and was named Compsognathus. Dr. Wagner says the lizard reminds us somewhat of birds but such relationship cannot be justified.;;Neue Saurierspezies entdeckt und Compsognathus getauft. Dr. Wagner sagt, die Echse erinnere fern an Vögel, doch ein solcher Bezug sei nicht erwiesen.;;;;;;;;;;;x
dino_fake_1860_title_2;Archaeopteryx;;Archaeopteryx;;;;;;;;;;;x
dino_fake_1860_2;A finely fossilized feather was discovered and Dr. von Meyer named it Archaeopteryx which means ancient feather or wing.;;Ein perfektes Fossil einer Feder wurde entdeckt und Dr. Wagner taufte sie Archaeopteryx, was für eine altertümliche Feder oder einen Flügel steht.;;;;;;;;;;;x
dino_fake_1860_title_3;johnstoni, Astrodon johnstoni!;;johnstoni, Astrodon johnstoni!;;;;;;;;;;;x
dino_fake_1860_3;After Dr. Johnston named some saurian teeth as Astrodon, Dr. Leidy now completes the name and gives it a specific epithet in his honour.;;Nachdem Dr. Johnston einige Saurierzähne als Astrodon bezeichnete, vollendet Dr. Leidy nun den Namen zu dessen Ehren mit diesem spezifischen Beinamen.;;;;;;;;;;;x
dino_fake_1860_title_4;Laelaps;;Laelaps;;;;;;;;;;;x
dino_fake_1860_4;Professor Cope announces the discovery of a terrifying rapacious gigantic dinosaur related to Megalosaurus and Dinodon.;;Professor Cope verkündet die Entdeckung eines furchterregenden, räuberischen, riesigen Dinosauriers, der mit Megalosaurus und Dinodon verwandt ist.;;;;;;;;;;;x
dino_fake_1860_title_5;Elasmosaurus;;Elasmosaurus;;;;;;;;;;;x
dino_fake_1860_5;E.D. Cope reports on a new enaliosaur related to the Plesiosaurus, but with a much longer tail.;;E.D. Cope meldet einen neuen Enaliosaurus, der mit dem Plesiosaurus verwandt ist, aber einen viel längeren Schwanz hat.;;;;;;;;;;;x
dino_fake_1860_title_6;Archaeopteryx;;Archaeopteryx;;;;;;;;;;;x
dino_fake_1860_6;Archaeopteryx fossils discovered in Bavaria. Described as 'the first bird' and 'the missing link between dinosaurs and birds', it constitutes the proof Darwin needed to validate his theory.;;Archaeopteryx-Fossilien in Bayern gefunden. Die 'ersten Vögel' bilden 'fehlende Verbindung zwischen Dinosauriern und Vögeln' und liefern den Beweis, den Darwin für seine Theorie brauchte.;;;;;;;;;;;x
dino_fake_1860_title_7;Hypselosaurus;;Hypselosaurus;;;;;;;;;;;x
dino_fake_1860_7;Mr. Matheron reports on vertebrae and giant egg fragments from a likely aquatic saurian he names Hypselosaurus from the Fuveau basin.;;Mr. Matheron meldet Funde von Wirbelknochen und gigantischen Eifragmenten eines womöglich aquatischen Sauriers im Fuveau-Becken, den er Hypselosaurus taufte.;;;;;;;;;;;x
dino_fake_1870_title_1;WAR!;;KRIEG!;;;;;;;;;;;x
dino_fake_1870_1;After Dr. Marsh reported openly to the public Dr. Copes error in placing Elasmosaurus head in its tail they have become sworn enemies and a ferocious scientific competition has now started.;;Dr. Marshs Veröfentlichung, dass Dr. Cope den Kopf des Elasmosaurus irrtümlich am Schwanzende anbrachte, machte sie zu Erzrivalen und ein erbitterter wissenschaftl. Wettstreit hat begonnen.;;;;;;;;;;;x
dino_fake_1870_title_2;More on Archaeopteryx;;Mehr zum Archaeopteryx;;;;;;;;;;;x
dino_fake_1870_2;New fossils of the primitive bird Archaeopteryx show shocking reptilian features as claws and teeth. Evolutionists are making a big deal of these findings and call it a missing link.;;Neue Fossilien des primitiven Vogels Archaeopteryx zeigen schockierende Reptilienmerkmale wie Klauen und Zähne. Evolutionisten reißen sich um die Entdeckung, sie sei ein fehlender Link.;;;;;;;;;;;x
dino_fake_1870_title_3;Prof. Huxleys Insanity!;;Prof. Huxleys Wahnsinn!;;;;;;;;;;;x
dino_fake_1870_3;Many prominent palaeontologists are fearing for Prof. Huxleys mental state after he proposed another ridiculous evolutionary claim: he says reptilian dinosaurians and birds are related!;;Viele bekannte Paläontologen fürchten um Prof. Huxleys Geisteszustand, nachdem er eine weitere lächerliche Evolutionstheorie vortrug: er sagt, reptilische Dinosaurier und Vögel sind verwandt!;;;;;;;;;;;x
dino_fake_1870_title_4;Stegosaurus;;Stegosaurus;;;;;;;;;;;x
dino_fake_1870_4;A new kind of weird and enormous turtle was discovered in the North American West. Prof. Marsh called it Stegosaurus, meaning roofed lizard.;;Eine neue Art einer merkwürdigen, gigantischen Schildkröte wurde im Westen Nordamerikas entdeckt. Prof. Marsh nennt sie Stegosaurus, was soviel wie überdachte Eidechse heisst.;;;;;;;;;;;x
dino_fake_1870_title_5;Pteranodon;;Pteranodon;;;;;;;;;;;x
dino_fake_1870_5;A breakthrough discovery by O.C. Marsh. Airborne creatures fossils of which were found in North America, unlike any other species of pterosaurian, seem to had lacked teeth entirely.;;Bahnbrechende Entdeckung von O.C. Marsh. In Nordamerika gefundene Fossilien von fliegenden Kreaturen hatten, im Gegensatz zu anderen Pterosaurus-Arten, keine Zähne.;;;;;;;;;;;x
dino_fake_1870_title_6;Agathaumas;;Agathaumas;;;;;;;;;;;x
dino_fake_1870_6;Buried in a coal formation in Wyoming lied 'the wreck of one of the princes among giants', as E.D. Cope described of what was undoubtedly the largest land animal known to date.;;Laut E.D. Cope liegt in einer Kohleformation in Wyoming 'das Wrack eines Prinzen unter den Giganten', zweifelsohne das bislang größte, entdeckte Landtier.;;;;;;;;;;;x
dino_fake_1870_title_7;Bridger Basin works;;Arbeiten in Bridger Basin;;;;;;;;;;;x
dino_fake_1870_7;Marsh, Cope and Leidy move their excavation work to the Bridger Basin area in Wyoming. Their camps mere miles apart, top three paleontologists are reported to never speak with one another.;;Marsh, Cope und Leidy verlagern Ausgrabungsarbeiten nach Bridger Basin, Wyoming. Trotz benachbarter Lager wechseln die drei führenden Paläontologen kein Wort miteinander.;;;;;;;;;;;x
dino_fake_1870_title_8;Vote of no confidence;;Misstrauensvotum;;;;;;;;;;;x
dino_fake_1870_8;Professor Marsh is elated over his election to the prestigious National Academy of Sciences. Professor Cope is reported to have been the only member of the academy to cast a 'no' vote.;;Professor Marsh erfreut über seine Wahl in anerkannte Nationale Akademie der Wissenschaften. Laut Meldungen votierte Professor Cope als einziges Akademiemitglied mit 'Nein'.;;;;;;;;;;;x
dino_fake_1870_title_9;Hesperornis;;Hesperornis;;;;;;;;;;;x
dino_fake_1870_9;Professor Marsh announces discovery of Hesperornis, a tall and almost wingless aquatic volucrine propelling with powerful hind legs and using his toothed beak to snatch underwater prey.;;Professor Marsh verkündet Entdeckung des Hesperornis, eine große, fast flügellose Seekreatur, mit kraftvollen Hinterläufen und einem Schnabel mit Zähnen, für die Beutejagd unter Wasser.;;;;;;;;;;;x
dino_fake_1870_title_10;Marsh among the Sioux;;Marsh bei den Sioux;;;;;;;;;;;x
dino_fake_1870_10;In their boldest excursion to date, professor Marsh and his party cross the Sioux territory to reach the most promising excavation sites in the White River Badlands in South Dakota.;;Bei der bislang gewagtesten Exkursion dringen Prof. Marsh und sein Team in Gebiet der Sioux vor, um vielversprechende Ausgrabungsorte in den White River Badlands, South Dakota, zu erreichen.;;;;;;;;;;;x
dino_fake_1870_title_11;Marsh's camp raided!;;Überfall auf Marshs Lager!;;;;;;;;;;;x
dino_fake_1870_11;O.C. Marsh and his group are reported to have barely escaped an Indian war party raid against their camp. Their hasty retreat didn't hinder securing of nearly two tonnes of excavated bones.;;Laut Meldungen entkamen O.C. Marsh und seine Gruppe nur knapp einem indianischen Raubzug gegen ihr Lager. Trotz übereilter Flucht konnten fast 2 Tonnen ausgegrabener Knochen gesichert werden.;;;;;;;;;;;x
dino_fake_1870_title_12;Vertebrate galore;;Wirbeltiere im Überfluss;;;;;;;;;;;x
dino_fake_1870_12;Professor Cope reports from the San Juan River area, where he discovered dozens of new vertebrate species after departing from the geological survey expedition he had been attached to.;;Prof. Cope berichtet nach seiner Rückkehr von der geologischen Expedition, an der er teilgenommen hatte, von der Entdeckung dutzender, neuer Wirbeltierarten in der Gegend des San Juan-Flusses.;;;;;;;;;;;x
dino_fake_1870_title_13;Como Bluff;;Como Bluff;;;;;;;;;;;x
dino_fake_1870_13;O.C. Marsh discloses two of his agents uncovered bones as thick and as long as logs at the excavation in Como Bluff, Wyoming. Diplodocus and Allosaurus among many newly discovered species.;;O.C. Marsh meldet die Ausgrabung von Knochen, so dick und lang wie Baumstämme, durch zwei Mitarbeiter in Como Bluff, Wyoming. Neben Diplodocus und Allosaurus auch viele neue Arten.;;;;;;;;;;;x
dino_fake_1880_title_1;Brontosaurus?;;Brontosaurus?;;;;;;;;;;; x
dino_fake_1880_1;Dug up and assembled by palaeontologist O.C. Marsh, to the untrained eye, Brontosaurus looks suspiciously similar to the already known Apatosaurus. His skull is completely different, though.;;Der von Paläontologe O.C. Marsh ausgegrabene und zusammengesetzte Brontosaurus sieht dem bekannten Apatosaurus verdächtig ähnlich. Der Schädel ist jedoch komplett anders.;;;;;;;;;;;x
dino_fake_1880_title_2;Equine fraud?;;Pferde-Betrug?;;;;;;;;;;;x
dino_fake_1880_2;E.D. Cope accuses O.C. Marsh of stealing Kowalevsky's research into the genealogy and evolution of the horse. 'What is new in it, isn't correct, what is correct isn't new', he concludes.;;E.D. Cope beschuldigt O.C. Marsh, Kowalevskys Forschungen zu Abstammung und Evolution der Pferde gestohlen zu haben. 'Die neuen Informationen sind falsch, die richtigen nicht neu', beklagt er.;;;;;;;;;;;x
dino_fake_1880_title_3;Marsh's repartee;;Marsh kontert;;;;;;;;;;;x
dino_fake_1880_3;Kowalevsky was at least stricken with remorse and ended his unfortunate career by blowing out his brains. Cope still lives unrepentant', writes O.C. Marsh in response to his rival's attacks.;;O.C. Marsh schrieb als Antwort auf die Attacken seiner Rivalen: 'Kowalevsky hat zumindest Gewissensbisse und beendete seine missliche Karriere mit einer Kugel. Cope lebt ohne Reue weiter.';;;;;;;;;;;x
dino_fake_1880_title_4;Cope's Bible;;Copes Bibel;;;;;;;;;;;x
dino_fake_1880_4;Professor E.D. Cope publishes his life's work - 'The Vertebrata of the Tertiary Formations of the West', a thousand pages long volume offering the most comprehensive study of the subject.;;Prof. E.D. Cope veröffentlicht sein Lebenswerk  'Wirbeltiere der Tertiär-Formationen im Westen', eine tausend Seiten umfassende, umfangreiche Untersuchung des Themas.;;;;;;;;;;;x
dino_fake_1880_title_5;Cope's Marshiana;;Copes Marshiana;;;;;;;;;;;x
dino_fake_1880_5;Cope gathers a copious account of Marsh's scientific errors and unethical practices by interviewing his former and present employees, to be used to ruin Marsh's scientific reputation.;;Cope sammelt umfangreiches Material zu Marshs wissenschaftlichen Fehlern und unethischen Praktiken durch Interviews mit früheren und aktuellen Mitarbeitern, um Marshs Reputation zu ruinieren.;;;;;;;;;;;x
dino_fake_1880_title_6;Iguanodon, Iguanodon everywhere!;;Iguanodons, überall Iguanodons!;;;;;;;;;;;x
dino_fake_1880_6;In the town of Bernissart an enormous quantity of these dinosaurians was discovered. Dr. Dollo studied them and concluded the animal was a biped, like Dr. Mantell proposed many years ago.;;Enorme Anzahl dieser Dinosaurier in der Stadt Bernissart entdeckt. Dr. Dollo kommt in Studien zu dem Schluss, dass das Tier zweibeinig lief, wie Dr. Mantell vor einigen Jahren vermutete.;;;;;;;;;;;x
dino_fake_1880_title_7;The Classification of Dinosauria;;Die Klassifizierung von Dinosauria;;;;;;;;;;;x
dino_fake_1880_7;After some previous classifications, Prof. Seeley has now proposed that dinosaurians should be classified according to their pelvis. Two groups then emerge, Saurischia and Ornitischia.;;Nach vorhergehenden Klassifizierungen schlug Prof. Seeley nun vor, Dinosaurier aufgrund ihres Beckenbaus einzuordnen. Dies führt zu zwei Gruppen: Saurischia und Ornitischia.;;;;;;;;;;;x
dino_fake_1880_title_8;News on Stegosaurus;;Neues vom Stegosaurus;;;;;;;;;;;x
dino_fake_1880_8;After more material has been found for Stegosaurus Prof. Marsh now thinks the animal is instead a new unusual kind of dinosaur.;;Mit dem Fund weiteren Materials glaubt Prof. Marsh nun, dass der Stegosaurus eine neue, ungewöhnliche Dinosaurierart ist.;;;;;;;;;;;x
dino_fake_1880_title_9;Sauropods;;Sauropoden;;;;;;;;;;;x
dino_fake_1880_9;This new group of dinosaurs exceeds by far the size of the largest land animals known. Atlantosaurus, Titanosaurus, Morosaurus, Apatosaurus and Diplodocus are some of them.;;Diese neue Dinosaurier-Gruppe überragt alle bekannten Landtiere bei Weitem in Körpergröße. Atlantosaurus, Titanosaurus, Morosaurus, Apatosaurus und Diplodocus sind einige von ihnen.;;;;;;;;;;;x
dino_fake_1880_title_10;Ceratops;;Ceratops;;;;;;;;;;;x
dino_fake_1880_10;A new kind of horned dinosaur was discovered by Prof. Marsh. This animal shows that the diversity of these great saurians is bigger than suspected.;;Neue Art gehörnter Dinosaurier von Prof. Marsh entdeckt. Das Tier beweist, dass die Artenvielfalt dieser riesigen Saurier größer ist als angenommen.;;;;;;;;;;;x
dino_fake_1880_title_11;Allosaurus;;Allosaurus;;;;;;;;;;;x
dino_fake_1880_11;This big carnivorous dinosaur surely did come out from some nightmare. The skull with its big teeth is terrifying, Prof. Marsh reports.;;Dieser große, fleischfressende Dinosaurier entsprang sicher einem Albtraum. Der Schädel mit seinen riesigen Zähnen ist angsteinflößend, sagt Prof. Marsh.;;;;;;;;;;;x
dino_fake_1880_title_12;Ceratosaurus;;Ceratosaurus;;;;;;;;;;;x
dino_fake_1880_12;The discovery of ankylosed (fused) metatarsal bones of a dinosaur called Ceratosaurus brings birds and dinosaurs closer together, O.C. Marsh says.;;Die Entdeckung ankylosierter (verschmolzener) Mittelfußknochen eines Dinosauriers namens Ceratosaurus bringt Vögel und Dinosaurier, laut O.C. Marsh, näher zusammen.;;;;;;;;;;;x
dino_fake_1880_title_13;Coelophysis;;Coelophysis;;;;;;;;;;;x
dino_fake_1880_13;Prof. Cope reports on a new species of dinosaur named Coelophysis, which means hollow form, a characteristic of the bones of dinosaurians.;;Prof. Cope meldete eine neue Dinosaurierspezies namens Coelophysis, was soviel wie hohle Form bedeutet, ein Charaktermerkmal von Dinosaurierknochen.;;;;;;;;;;;x
dino_fake_1880_title_14;Amphicoelias fragillimus;;Amphicoelias fragillimus;;;;;;;;;;;x
dino_fake_1880_14;Prof. Cope described a new species of dinosaur named Amphicoelias fragillimus. The dimensions of the vertebra and the femur are so big that the true size of the beast should remain unknown.;;Prof. Cope beschrieb eine neue Dinosaurierspezies namens Amphicoelias fragillimus. Wirbel- und Oberschenkelknochen sind so riesig, dass die wahre Größe dieser Bestie nicht erahnt werden kann.;;;;;;;;;;;x
dino_fake_1880_title_15;Camarasaurus;;Camarasaurus;;;;;;;;;;;x
dino_fake_1880_15;A big saurian, this stocky beast, described by E.D. Cope, was fortunately an herbivore, saving our minds from even bigger nightmares.;;Dieses untersetzte Biest war laut Beschreibungen von E.D. Cope ein großer Saurier. Glücklicherweise ein Pflanzenfresser, was uns weitere Albträume erspart.;;;;;;;;;;;x 
dino_fake_1890_title_1;Triceratops;;Triceratops;;;;;;;;;;;x
dino_fake_1890_1;O.C. Marsh announces that the horned skull of a species he previously believed to be a large and unusual Pliocene mammal, alike to a bison, in fact belongs to a dinosaur he names Triceratops.;;Laut O.C. Marsh gehört gehörnter Schädel, den er erst einem großen, ungewöhnlichen Säugetier, ähnlich dem Bison, zuordnete, in Wirklichkeit zu einem von ihm Triceratops getauften Dinosaurier.;;;;;;;;;;;x
dino_fake_1890_title_2;Warfare of Scientists;;Krieg der Forscher;;;;;;;;;;;x
dino_fake_1890_2;Outraged by the government attempt to confiscate his bone collection, Cope inspires a series of publications in the 'New York Herald' lambasting Marsh and his political allies in the USGS.;;Eine Reihe von Veröffentlichungen im 'New York Herald' attackieren Marsh und seine politischen Verbündeten im USGS, nach dem Versuch der Regierung, Copes Knochensammlung zu konfiszieren.;;;;;;;;;;;x
dino_fake_1890_title_3;USGS funding cut;;USGS-Finanzierung gekürzt;;;;;;;;;;;x
dino_fake_1890_3;In the light of recent reports of fund mishandling and favoritism within the United States Geological Survey, Congress cuts agency's funding, disbanding the Chief Paleontologist's office.;;Nach Meldungen von Fördermittel-Missbrauch und Vetternwirtschaft in der United States Geological Survey, kürzt Kongress die Finanzierung der Behörde und schließt Büro des Chef-Paläontologen.;;;;;;;;;;;x
dino_fake_1890_title_4;Torosaurus;;Torosaurus;;;;;;;;;;;x
dino_fake_1890_4;This horned dinosaur possessed one the biggest heads of any animal known. The frill of this species is incredibly elongated, much more than in Triceratops.;;Dieser gehörnte Dinosaurier besitzt einen der größten Köpfe unter den bekannten Tieren. Die Nackenkrause dieser Spezies ist unglaublich lang gestreckt, weit mehr als beim Triceratops.;;;;;;;;;;;x
dino_fake_1900_title_1;Cope's Skull;;Copes Schädel;;;;;;;;;;;x
dino_fake_1900_1;Cope is reported to have donated his skull to science following his death, to be compared with Marsh's skull and resolve the conflict by measuring the intellectual prowess of both rivals.;;Laut Berichten spendete Cope nach seinem Tod seinen Schädel der Wissenschaft, um mit Marshs Schädel durch Messung des Intellekts beider Rivalen verglichen zu werden und den Streit beizulegen.;;;;;;;;;;;x
dino_fake_1900_title_2;Marsh's skull;;Marshs Schädel;;;;;;;;;;;x
dino_fake_1900_2;Marsh rejects Cope's final challenge, refusing to donate his skull and exacting vengeance by condemning his rival's skull to be forever stored in a crate at the University of Pennsylvania.;;Marsh verweigert sich Copes letzter Herausforderung. Er spendet seinen Schädel nicht und übt Rache an seinem Rivalen, indem er Copes Schädel in einer Kiste in der Universität von Pennsylvania lagern lässt.;;;;;;;;;;;x 
dino_fake_1920_title_1;Velociraptor;;Velociraptor;;;;;;;;;;;x
dino_fake_1920_1;The new species discovered in Mongolia by Peter Kaisen is believed to have been an intelligent pack hunter. Mr. Kaisen could be heard referring to the recovered specimen as a 'clever girl'.;;Diese von Peter Kaisen in der Mongolei entdeckte, neue Spezies war scheinbar ein intelligenter Rudeljäger. Mr. Kaisen wird mit den Worten 'ein cleveres Mädel' zitiert.;;;;;;;;;;;x
dino_fake_1930_title_1;Nyasasaurus;;Nyasasaurus;;;;;;;;;;;x
dino_fake_1930_1;Fossils of Nyasasaurus discovered near Lake Nyasa in Southern Tanzania by Francis 'Rex' Parrington. Remains are vastly incomplete, but they are claimed to predate any other known dinosaur.;;Nyasasaurus-Fossilien am See Nyasa in Süd-Tansania von Francis 'Rex' Parrington entdeckt. Die Überreste sind sehr unvollständig, sollen aber älter als alle anderen bekannten Dinosaurier sein.;;;;;;;;;;;x 
KEYNAME;TEXT;;TEXT;;;;;;;;;x;;
